1000
60.000	28.895
59.915	28.895
59.830	28.895
59.745	28.895
59.660	28.895
59.575	28.895
59.490	28.895
59.405	28.895
59.320	28.895
59.235	28.895
59.150	28.895
59.065	28.895
58.980	28.895
58.895	28.895
58.810	28.895
58.725	28.895
58.640	28.895
58.555	28.895
58.470	28.895
58.385	28.895
58.300	28.895
58.215	28.895
58.130	28.895
58.045	28.895
57.960	28.895
57.875	28.895
57.790	28.895
57.705	28.895
57.620	28.895
57.535	28.895
57.450	28.895
57.365	28.895
57.280	28.895
57.195	28.895
57.110	28.895
57.025	28.895
56.940	28.895
56.855	28.895
56.770	28.895
56.685	28.895
56.600	28.895
56.515	28.895
56.430	28.895
56.345	28.895
56.260	28.895
56.175	28.895
56.090	28.895
56.005	28.895
55.920	28.895
55.835	28.895
55.750	28.895
55.665	28.895
55.580	28.895
55.495	28.895
55.410	28.895
55.325	28.895
55.240	28.895
55.155	28.895
55.070	28.895
54.985	28.895
54.900	28.895
54.815	28.895
54.730	28.895
54.645	28.895
54.560	28.895
54.475	28.895
54.390	28.895
54.305	28.895
54.220	28.895
54.135	28.895
54.050	28.895
53.965	28.895
53.880	28.895
53.795	28.895
53.710	28.895
53.625	28.895
53.540	28.895
53.455	28.895
53.370	28.895
53.285	28.895
53.200	28.895
53.115	28.895
53.030	28.895
52.945	28.895
52.860	28.895
52.775	28.895
52.690	28.895
52.605	28.895
52.520	28.895
52.435	28.895
52.350	28.895
52.265	28.895
52.180	28.895
52.095	28.895
52.010	28.895
51.925	28.895
51.840	28.895
51.755	28.895
51.670	28.895
51.585	28.895
51.500	28.895
51.415	28.895
51.330	28.895
51.245	28.895
51.160	28.895
51.075	28.895
50.990	28.895
50.905	28.895
50.820	28.895
50.735	28.895
50.650	28.895
50.565	28.895
50.480	28.895
50.395	28.895
50.310	28.895
50.225	28.895
50.140	28.895
50.055	28.895
49.970	28.895
49.885	28.895
49.800	28.895
49.715	28.895
49.630	28.895
49.545	28.895
49.460	28.895
49.375	28.895
49.290	28.895
49.205	28.895
49.120	28.895
49.035	28.895
48.950	28.895
48.865	28.895
48.780	28.895
48.695	28.895
48.610	28.895
48.525	28.895
48.440	28.895
48.355	28.895
48.270	28.895
48.185	28.895
48.100	28.895
48.015	28.895
47.930	28.895
47.845	28.895
47.760	28.895
47.675	28.895
47.590	28.895
47.505	28.895
47.420	28.895
47.335	28.895
47.250	28.895
47.165	28.895
47.080	28.895
46.995	28.895
46.910	28.895
46.825	28.895
46.740	28.895
46.655	28.895
46.570	28.895
46.485	28.895
46.400	28.895
46.315	28.895
46.230	28.895
46.145	28.895
46.060	28.895
45.975	28.895
45.890	28.895
45.805	28.895
45.720	28.895
45.635	28.895
45.550	28.895
45.465	28.895
45.380	28.895
45.295	28.895
45.210	28.895
45.125	28.895
45.040	28.895
44.955	28.895
44.870	28.895
44.785	28.895
44.700	28.895
44.615	28.895
44.530	28.895
44.445	28.895
44.360	28.895
44.275	28.895
44.190	28.895
44.105	28.895
44.020	28.895
43.935	28.895
43.850	28.895
43.765	28.895
43.680	28.895
43.595	28.895
43.510	28.895
43.425	28.895
43.340	28.895
43.255	28.895
43.170	28.895
43.085	28.895
43.000	28.895
42.915	28.895
42.830	28.895
42.745	28.895
42.660	28.895
42.575	28.895
42.490	28.895
42.405	28.895
42.320	28.895
42.235	28.895
42.150	28.895
42.065	28.895
41.980	28.895
41.895	28.895
41.810	28.895
41.725	28.895
41.640	28.895
41.555	28.895
41.470	28.895
41.385	28.895
41.300	28.895
41.215	28.895
41.130	28.895
41.045	28.895
40.960	28.895
40.875	28.895
40.790	28.895
40.705	28.895
40.620	28.895
40.535	28.895
40.450	28.895
40.365	28.895
40.280	28.895
40.195	28.895
40.110	28.895
40.025	28.895
39.940	28.895
39.855	28.895
39.770	28.895
39.685	28.895
39.600	28.895
39.515	28.895
39.430	28.895
39.345	28.895
39.260	28.895
39.175	28.895
39.090	28.895
39.005	28.895
38.920	28.895
38.835	28.895
38.750	28.895
38.665	28.895
38.580	28.895
38.495	28.895
38.410	28.895
38.325	28.895
38.240	28.895
38.155	28.895
38.070	28.895
37.985	28.895
37.900	28.895
37.815	28.895
37.730	28.895
37.645	28.895
37.560	28.895
37.475	28.895
37.390	28.895
37.305	28.895
37.220	28.895
37.135	28.895
37.050	28.895
36.965	28.895
36.880	28.895
36.795	28.895
36.710	28.895
36.625	28.895
36.540	28.895
36.455	28.895
36.370	28.895
36.285	28.895
36.200	28.895
36.115	28.895
36.030	28.895
35.945	28.895
35.860	28.895
35.775	28.895
35.690	28.895
35.605	28.895
35.520	28.895
35.435	28.895
35.350	28.895
35.265	28.895
35.180	28.895
35.095	28.895
35.010	28.895
34.925	28.895
34.840	28.895
34.755	28.895
34.670	28.895
34.585	28.895
34.500	28.895
34.415	28.895
34.330	28.895
34.245	28.895
34.160	28.895
34.075	28.895
33.990	28.895
33.905	28.895
33.820	28.895
33.735	28.895
33.650	28.895
33.565	28.895
33.480	28.895
33.395	28.895
33.310	28.895
33.225	28.895
33.140	28.895
33.055	28.895
32.970	28.895
32.885	28.895
32.800	28.895
32.715	28.895
32.630	28.895
32.545	28.895
32.460	28.895
32.375	28.895
32.290	28.895
32.205	28.895
32.120	28.895
32.035	28.895
31.950	28.895
31.865	28.895
31.780	28.895
31.695	28.895
31.610	28.895
31.525	28.895
31.440	28.895
31.355	28.895
31.270	28.895
31.185	28.895
31.100	28.895
31.015	28.895
30.930	28.895
30.845	28.895
30.760	28.895
30.675	28.895
30.590	28.895
30.505	28.895
30.420	28.895
30.335	28.895
30.250	28.895
30.165	28.895
30.080	28.895
29.995	28.895
29.910	28.895
29.825	28.895
29.740	28.895
29.655	28.895
29.570	28.895
29.485	28.895
29.400	28.895
29.315	28.895
29.230	28.895
29.145	28.895
29.060	28.895
28.975	28.895
28.890	28.895
28.805	28.895
28.720	28.895
28.635	28.895
28.550	28.895
28.465	28.895
28.380	28.895
28.295	28.895
28.210	28.895
28.125	28.895
28.040	28.895
27.955	28.895
27.870	28.895
27.785	28.895
27.700	28.895
27.615	28.895
27.530	28.895
27.445	28.895
27.360	28.895
27.275	28.895
27.190	28.895
27.105	28.895
27.020	28.895
26.935	28.895
26.850	28.895
26.765	28.895
26.680	28.895
26.595	28.895
26.510	28.895
26.425	28.895
26.340	28.895
26.255	28.895
26.170	28.895
26.085	28.895
26.000	28.895
25.915	28.895
25.830	28.895
25.745	28.895
25.660	28.895
25.575	28.895
25.490	28.895
25.405	28.895
25.320	28.895
25.235	28.895
25.150	28.895
25.065	28.895
24.980	28.895
24.895	28.895
24.810	28.895
24.725	28.895
24.640	28.895
24.555	28.895
24.470	28.895
24.385	28.895
24.300	28.895
24.215	28.895
24.130	28.895
24.045	28.895
23.960	28.895
23.875	28.895
23.790	28.895
23.705	28.895
23.620	28.895
23.535	28.895
23.450	28.895
23.365	28.895
23.280	28.895
23.195	28.895
23.110	28.895
23.025	28.895
22.940	28.895
22.855	28.895
22.770	28.895
22.685	28.895
22.600	28.895
22.515	28.895
22.430	28.895
22.345	28.895
22.260	28.895
22.175	28.895
22.090	28.895
22.005	28.895
21.920	28.895
21.835	28.895
21.750	28.895
21.665	28.895
21.580	28.895
21.495	28.895
21.410	28.895
21.325	28.895
21.240	28.895
21.155	28.895
21.070	28.895
20.985	28.895
20.900	28.895
20.815	28.895
20.730	28.895
20.645	28.895
20.560	28.895
20.475	28.895
20.390	28.895
20.305	28.895
20.220	28.895
20.135	28.895
20.050	28.895
19.965	28.895
19.880	28.895
19.795	28.895
19.710	28.895
19.625	28.895
19.540	28.895
19.455	28.895
19.370	28.895
19.285	28.895
19.200	28.895
19.115	28.895
19.030	28.895
18.945	28.895
18.860	28.895
18.775	28.895
18.690	28.895
18.605	28.895
18.520	28.895
18.435	28.895
18.350	28.895
18.265	28.895
18.180	28.895
18.095	28.895
18.010	28.895
