1212
3.8000  17.1178 excm
3.9000  17.1178 excm
4.0000	17.1178	excm
4.1000	17.1178	excm
4.2000	17.1178	excm
4.3000	17.1178	excm
4.4000	17.1178	excm
4.5000	17.1178	excm
4.6000	17.1178	excm
4.7000	17.1178	excm
4.8000	17.1178	excm
4.9000	17.1178	excm
5.0000	17.1178	excm
5.1000	17.1178	excm
5.2000	17.1178	excm
5.3000	17.1178	excm
5.4000	17.1178	excm
5.5000	17.1178	excm
5.6000	17.1178	excm
5.7000	17.1178	excm
5.8000	17.1178	excm
5.9000	17.1178	excm
6.0000	17.1178	excm
6.1000	17.1178	excm
6.2000	17.1178	excm
6.3000	17.1178	excm
6.4000	17.1178	excm
6.5000	17.1178	excm
6.6000	17.1178	excm
6.7000	17.1178	excm
6.8000	17.1178	excm
6.9000	17.1178	excm
7.0000	17.1178	excm
7.1000	17.1178	excm
7.2000	17.1178	excm
7.3000	17.1178	excm
7.4000	17.1178	excm
7.5000	17.1178	excm
7.6000	17.1178	excm
7.7000	17.1178	excm
7.8000	17.1178	excm
7.9000	17.1178	excm
8.0000	17.1178	excm
8.1000	17.1178	excm
8.2000	17.1178	excm
8.3000	17.1178	excm
8.4000	17.1178	excm
8.5000	17.1178	excm
8.6000	17.1178	excm
8.7000	17.1178	excm
8.8000	17.1178	excm
8.9000	17.1178	excm
9.0000	17.1178	excm
9.1000	17.1178	excm
9.2000	17.1178	excm
9.3000	17.1178	excm
9.4000	17.1178	excm
9.5000	17.1178	excm
9.6000	17.1178	excm
9.7000	17.1178	excm
9.8000	17.1178	excm
9.9000	17.1178	excm
10.0000	17.1178	excm
10.1000	17.1178	excm
10.2000	17.1178	excm
10.3000	17.1178	excm
10.4000	17.1178	excm
10.5000	17.1178	excm
10.6000	17.1178	excm
10.7000	17.1178	excm
10.8000	17.1178	excm
10.9000	17.1178	excm
11.0000	17.1178	excm
11.1000	17.1178	excm
11.2000	17.1178	excm
11.3000	17.1178	excm
11.4000	17.1178	excm
11.5000	17.1178	excm
11.6000	17.1178	excm
11.7000	17.1178	excm
11.8000	17.1178	excm
11.9000	17.1178	excm
12.0000	17.1178	excm
12.1000	17.1178	excm
12.2000	17.1178	excm
12.3000	17.1178	excm
12.4000	17.1178	excm
12.5000	17.1178	excm
12.6000	17.1178	excm
12.7000	17.1178	excm
12.8000	17.1178	excm
12.9000	17.1178	excm
13.0000	17.1178	excm
13.1000	17.1178	excm
13.2000	17.1178	excm
13.3000	17.1178	excm
13.4000	17.1178	excm
13.5000	17.1178	excm
13.6000	17.1178	excm
13.7000	17.1178	excm
13.8000	17.1178	excm
13.9000	17.1178	excm
14.0000	17.1178	excm
14.1000	17.1178	excm
14.2000	17.1178	excm
14.3000	17.1178	excm
14.4000	17.1178	excm
14.5000	17.1178	excm
14.6000	17.1178	excm
14.7000	17.1178	excm
14.8000	17.1178	excm
14.9000	17.1178	excm
15.0000	17.1178	excm
15.1000	17.1178	excm
15.2000	17.1178	excm
15.3000	17.1178	excm
15.4000	17.1178	excm
15.5000	17.1178	excm
15.6000	17.1178	excm
15.7000	17.1178	excm
15.8000	17.1178	excm
15.9000	17.1178	excm
16.0000	17.1178	excm
16.1000	17.1178	excm
16.2000	17.1178	excm
16.3000	17.1178	excm
16.4000	17.1178	excm
16.5000	17.1178	excm
16.6000	17.1178	excm
16.7000	17.1178	excm
16.8000	17.1178	excm
16.9000	17.1178	excm
17.0000	17.1178	excm
17.1000	17.1178	excm
17.2000	17.1178	excm
17.3000	17.1178	excm
17.4000	17.1178	excm
17.5000	17.1178	excm
17.6000	17.1178	excm
17.7000	17.1178	excm
17.8000	17.1178	excm
17.9000	17.1178	excm
18.0000	17.1178	excm
18.1000	17.1178	excm
18.2000	17.1178	excm
18.3000	17.1178	excm
18.4000	17.1178	excm
18.5000	17.1178	excm
18.6000	17.1178	excm
18.7000	17.1178	excm
